# offline,'AGBT21B_024_02'
# IDL> summary,"summary.list"
# $    grep VANE summary.list  | awk '{printf("vanecal2,%d\n",$1)}'
#
      12       188.04533       15.111458       161.62504       225.54843
      18       190.07192       16.442001       161.41116       229.50203
      55       191.17041       16.998825       162.73008       233.13705
      62       190.52453       15.430880       164.38502       227.71863
      99       191.30456       15.746585       164.85473       228.47745
     112       290.09455       24.827412       239.64593       341.14407
